geneName,protein.coding,abundant
SNHG9,N,N
SNIP1,Y,Y
SNN,Y,Y
snoMBII-202,N,N
snoMe28S-Am2634,N,N
snoR1,N,N
SNORA1,N,N
SNORA10,N,N
SNORA11,N,N
SNORA11B,N,N
SNORA11C,N,N
SNORA11D,N,N
SNORA11E,N,N
SNORA12,N,N
SNORA13,N,N
SNORA14,N,N
SNORA14A,N,N
SNORA14B,N,N
SNORA15,N,N
SNORA16,N,N
SNORA16A,N,N
SNORA16B,N,N
SNORA17,N,N
SNORA18,N,N
SNORA19,N,N
SNORA2,N,N
SNORA20,N,N
SNORA21,N,N
SNORA22,N,N
SNORA23,N,N
SNORA24,N,N
SNORA25,N,N
SNORA26,N,N
SNORA27,N,N
SNORA28,N,N
SNORA29,N,N
SNORA2A,N,N
SNORA2B,N,N
SNORA3,N,N
SNORA30,N,N
SNORA31,N,N
SNORA32,N,N
SNORA33,N,N
SNORA34,N,N
SNORA35,N,N
SNORA36,N,N
SNORA36A,N,N
SNORA36B,N,N
SNORA36C,N,N
SNORA37,N,N
SNORA38,N,N
SNORA38B,N,N
SNORA4,N,N
SNORA40,N,N
SNORA41,N,N
SNORA42,N,N
SNORA43,N,N
SNORA44,N,N
SNORA45A,N,N
SNORA45B,N,N
SNORA46,N,N
SNORA47,N,N
SNORA48,N,N
SNORA49,N,N
SNORA5,N,N
SNORA50,N,N
SNORA51,N,N
SNORA52,N,N
SNORA53,N,N
SNORA54,N,N
SNORA55,N,N
SNORA56,N,N
SNORA57,N,N
SNORA58,N,N
SNORA59A,N,N
SNORA59B,N,N
SNORA5A,N,N
SNORA5B,N,N
SNORA5C,N,N
SNORA6,N,N
SNORA60,N,N
SNORA61,N,N
SNORA62,N,N
SNORA63,N,N
SNORA64,N,N
SNORA65,N,N
SNORA66,N,N
SNORA67,N,N
SNORA68,N,N
SNORA69,N,N
SNORA7,N,N
SNORA70,N,N
SNORA70B,N,N
SNORA70C,N,N
SNORA70D,N,N
SNORA70E,N,N
SNORA70F,N,N
SNORA70G,N,N
SNORA71,N,N
SNORA71A,N,N
SNORA71B,N,N
SNORA71C,N,N
SNORA71D,N,N
SNORA71E,N,N
SNORA72,N,N
SNORA73,N,N
SNORA73A,N,N
SNORA73B,N,N
SNORA74,N,N
SNORA74A,N,N
SNORA74B,N,N
SNORA75,N,N
SNORA76,N,N
SNORA76A,N,N
SNORA76C,N,N
SNORA77,N,N
SNORA78,N,N
SNORA79,N,N
SNORA7A,N,N
SNORA7B,N,N
SNORA8,N,N
SNORA80A,N,N
SNORA80B,N,N
SNORA80E,N,N
SNORA81,N,N
SNORA84,N,N
SNORA9,N,N
SNORD10,N,N
SNORD100,N,N
SNORD101,N,N
SNORD102,N,N
SNORD104,N,N
SNORD105,N,N
SNORD105B,N,N
SNORD107,N,N
SNORD108,N,N
SNORD109A,N,N
SNORD109B,N,N
SNORD11,N,N
SNORD110,N,N
SNORD111,N,N
SNORD111B,N,N
SNORD112,N,N
SNORD113,N,N
SNORD113-1,N,N
SNORD113-2,N,N
SNORD113-3,N,N
SNORD113-4,N,N
SNORD113-5,N,N
SNORD113-6,N,N
SNORD113-7,N,N
SNORD113-8,N,N
SNORD113-9,N,N
SNORD114-1,N,N
SNORD114-10,N,N
SNORD114-11,N,N
SNORD114-12,N,N
SNORD114-13,N,N
SNORD114-14,N,N
SNORD114-15,N,N
SNORD114-16,N,N
SNORD114-17,N,N
SNORD114-18,N,N
SNORD114-19,N,N
SNORD114-2,N,N
SNORD114-20,N,N
SNORD114-21,N,N
SNORD114-22,N,N
SNORD114-23,N,N
SNORD114-24,N,N
SNORD114-25,N,N
SNORD114-26,N,N
SNORD114-27,N,N
SNORD114-28,N,N
SNORD114-29,N,N
SNORD114-3,N,N
SNORD114-30,N,N
SNORD114-31,N,N
SNORD114-4,N,N
SNORD114-5,N,N
SNORD114-6,N,N
SNORD114-7,N,N
SNORD114-9,N,N
SNORD115,N,N
SNORD115-1,N,N
SNORD115-10,N,N
SNORD115-11,N,N
SNORD115-12,N,N
SNORD115-13,N,N
SNORD115-14,N,N
SNORD115-15,N,N
SNORD115-16,N,N
SNORD115-17,N,N
SNORD115-18,N,N
SNORD115-19,N,N
SNORD115-2,N,N
SNORD115-20,N,N
SNORD115-21,N,N
SNORD115-22,N,N
SNORD115-23,N,N
SNORD115-24,N,N
SNORD115-25,N,N
SNORD115-26,N,N
SNORD115-27,N,N
SNORD115-28,N,N
SNORD115-29,N,N
SNORD115-3,N,N
SNORD115-30,N,N
SNORD115-31,N,N
SNORD115-32,N,N
SNORD115-33,N,N
SNORD115-34,N,N
SNORD115-35,N,N
SNORD115-36,N,N
SNORD115-37,N,N
SNORD115-38,N,N
SNORD115-39,N,N
SNORD115-4,N,N
SNORD115-40,N,N
SNORD115-41,N,N
SNORD115-42,N,N
SNORD115-43,N,N
SNORD115-44,N,N
SNORD115-45,N,N
SNORD115-46,N,N
SNORD115-47,N,N
SNORD115-48,N,N
SNORD115-5,N,N
SNORD115-6,N,N
SNORD115-7,N,N
SNORD115-8,N,N
SNORD115-9,N,N
SNORD116,N,N
SNORD116-1,N,N
SNORD116-10,N,N
SNORD116-11,N,N
SNORD116-12,N,N
SNORD116-13,N,N
SNORD116-14,N,N
SNORD116-15,N,N
SNORD116-16,N,N
SNORD116-17,N,N
SNORD116-18,N,N
SNORD116-19,N,N
SNORD116-2,N,N
SNORD116-20,N,N
SNORD116-21,N,N
SNORD116-22,N,N
SNORD116-23,N,N
SNORD116-24,N,N
SNORD116-25,N,N
SNORD116-26,N,N
SNORD116-27,N,N
SNORD116-28,N,N
SNORD116-29,N,N
SNORD116-3,N,N
SNORD116-30,N,N
SNORD116-4,N,N
SNORD116-5,N,N
SNORD116-6,N,N
SNORD116-7,N,N
SNORD116-8,N,N
SNORD116-9,N,N
SNORD117,N,N
SNORD118,N,N
SNORD11B,N,N
SNORD12,N,N
SNORD121A,N,N
SNORD121B,N,N
SNORD123,N,N
SNORD124,N,N
SNORD125,N,N
SNORD126,N,N
SNORD127,N,N
SNORD12B,N,N
SNORD12C,N,N
SNORD13,N,N
SNORD13P1,N,N
SNORD13P3,N,N
SNORD14,N,N
SNORD14A,N,N
SNORD14B,N,N
SNORD14C,N,N
SNORD14D,N,N
SNORD14E,N,N
SNORD15A,N,N
SNORD15B,N,N
SNORD16,N,N
SNORD17,N,N
SNORD18,N,N
SNORD18A,N,N
SNORD18B,N,N
SNORD18C,N,N
SNORD19,N,N
SNORD19B,N,N
SNORD1A,N,N
SNORD1B,N,N
SNORD1C,N,N
SNORD2,N,N
SNORD20,N,N
SNORD21,N,N
SNORD22,N,N
SNORD23,N,N
SNORD24,N,N
SNORD25,N,N
SNORD26,N,N
SNORD27,N,N
SNORD28,N,N
SNORD29,N,N
SNORD30,N,N
SNORD31,N,N
SNORD32A,N,N
SNORD32B,N,N
SNORD33,N,N
SNORD34,N,N
SNORD35A,N,N
SNORD35B,N,N
SNORD36,N,N
SNORD36A,N,N
SNORD36B,N,N
SNORD36C,N,N
SNORD37,N,N
SNORD38,N,N
SNORD38A,N,N
SNORD38B,N,N
SNORD39,N,N
SNORD3A,N,N
SNORD3B-1,N,N
SNORD3B-2,N,N
SNORD3C,N,N
SNORD3D,N,N
SNORD41,N,N
SNORD42,N,N
SNORD42A,N,N
SNORD42B,N,N
SNORD43,N,N
SNORD44,N,N
SNORD45,N,N
SNORD45A,N,N
SNORD45B,N,N
SNORD45C,N,N
SNORD46,N,N
SNORD48,N,N
SNORD49A,N,N
SNORD49B,N,N
SNORD4A,N,N
SNORD4B,N,N
SNORD5,N,N
SNORD50,N,N
SNORD50A,N,N
SNORD50B,N,N
SNORD51,N,N
SNORD52,N,N
SNORD53,N,N
SNORD53_SNORD92,N,N
SNORD54,N,N
SNORD55,N,N
SNORD56,N,N
SNORD56B,N,N
SNORD57,N,N
SNORD58,N,N
SNORD58A,N,N
SNORD58B,N,N
SNORD58C,N,N
SNORD59,N,N
SNORD59A,N,N
SNORD6,N,N
SNORD60,N,N
SNORD61,N,N
SNORD62,N,N
SNORD62A,N,N
SNORD62B,N,N
SNORD63,N,N
SNORD64,N,N
SNORD65,N,N
SNORD66,N,N
SNORD67,N,N
SNORD68,N,N
SNORD69,N,N
SNORD7,N,N
SNORD70,N,N
SNORD71,N,N
SNORD72,N,N
SNORD73,N,N
SNORD73A,N,N
SNORD74,N,N
SNORD75,N,N
SNORD77,N,N
SNORD78,N,N
SNORD79,N,N
SNORD8,N,N
SNORD81,N,N
SNORD82,N,N
SNORD83,N,N
SNORD83A,N,N
SNORD83B,N,N
SNORD84,N,N
SNORD86,N,N
SNORD87,N,N
SNORD88,N,N
SNORD88A,N,N
SNORD88B,N,N
SNORD88C,N,N
SNORD89,N,N
SNORD9,N,N
SNORD90,N,N
SNORD91A,N,N
SNORD91B,N,N
SNORD92,N,N
SNORD93,N,N
SNORD94,N,N
SNORD95,N,N
SNORD96A,N,N
SNORD96B,N,N
SNORD97,N,N
SNORD99,N,N
snosnR66,N,N
snoU109,N,N
snoU13,N,N
snoU18,N,N
snoU2_19,N,N
snoU2-30,N,N
snoU83B,N,N
snoZ196,N,N
snoZ278,N,N
snoZ40,N,N
snoZ6,N,N
SNPH,Y,Y
SNRK,Y,Y
SNRK-AS1,N,N
SNRNP200,Y,Y
SNRNP25,Y,Y
SNRNP27,Y,Y
SNRNP35,Y,Y
SNRNP40,Y,Y
SNRNP48,Y,Y
SNRNP70,Y,Y
SNRPA,Y,Y
SNRPA1,Y,Y
SNRPB,Y,Y
SNRPB2,Y,Y
SNRPC,Y,Y
SNRPD1,Y,Y
SNRPD2,Y,Y
SNRPD3,Y,Y
SNRPE,Y,Y
SNRPF,Y,Y
SNRPG,Y,Y
SNRPN,Y,Y
SNTA1,Y,Y
SNTB1,Y,Y
SNTB2,Y,Y
SNTG1,Y,N
SNTG2,Y,N
SNTN,Y,N
SNU13,Y,Y
SNUPN,Y,Y
SNURF,Y,Y
SNW1,Y,Y
SNX1,Y,Y
SNX10,Y,Y
SNX11,Y,Y
SNX12,Y,Y
SNX13,Y,Y
SNX14,Y,Y
SNX15,Y,Y
SNX16,Y,Y
SNX17,Y,Y
SNX18,Y,Y
SNX19,Y,Y
SNX2,Y,Y
SNX20,Y,Y
SNX21,Y,Y
SNX22,Y,Y
SNX24,Y,Y
SNX25,Y,Y
SNX27,Y,Y
SNX29,Y,Y
SNX3,Y,Y
SNX30,Y,Y
SNX31,Y,N
SNX32,Y,Y
SNX33,Y,Y
SNX4,Y,Y
SNX5,Y,Y
SNX6,Y,Y
SNX7,Y,Y
SNX8,Y,Y
SNX9,Y,Y
SOAT1,Y,Y
SOAT2,Y,N
SOBP,Y,Y
SOCS1,Y,Y
SOCS2,Y,Y
SOCS2-AS1,N,N
SOCS3,Y,Y
SOCS4,Y,Y
SOCS5,Y,Y
SOCS6,Y,Y
SOCS7,Y,Y
SOD1,Y,Y
SOD2,Y,Y
SOD3,Y,N
SOGA1,Y,Y
SOGA3,Y,Y
SOHLH1,Y,N
SOHLH2,Y,N
SON,Y,Y
SORBS1,Y,Y
SORBS2,Y,N
SORBS3,Y,Y
SORCS1,Y,N
SORCS2,Y,Y
SORCS3,Y,N
SORCS3-AS1,N,N
SORD,Y,Y
SORL1,Y,Y
SORT1,Y,Y
SOS1,Y,Y
SOS1-IT1,N,N
SOS2,Y,Y
SOST,Y,N
SOSTDC1,Y,N
SOWAHA,Y,N
SOWAHB,Y,N
SOWAHC,Y,Y
SOWAHD,Y,Y
SOX1,Y,N
SOX10,Y,N
SOX11,Y,N
SOX12,Y,Y
SOX13,Y,Y
SOX14,Y,N
SOX15,Y,Y
SOX17,Y,N
SOX18,Y,N
SOX2,Y,N
SOX2-OT,N,N
SOX21,Y,N
SOX21-AS1,N,N
SOX2OT_exon1,N,N
SOX2OT_exon3,N,N
SOX2OT_exon4,N,N
SOX3,Y,N
SOX30,Y,Y
SOX4,Y,Y
SOX5,Y,Y
SOX6,Y,N
SOX7,Y,N
SOX8,Y,Y
SOX9,Y,N
SOX9-AS1,N,N
SP1,Y,Y
SP100,Y,Y
SP110,Y,Y
SP140,Y,Y
SP140L,Y,Y
SP2,Y,Y
SP2-AS1,N,N
SP3,Y,Y
SP4,Y,Y
SP5,Y,N
SP6,Y,N
SP7,Y,Y
SP8,Y,N
SP9,Y,N
SPA17,Y,Y
SPACA1,Y,N
SPACA3,Y,N
SPACA4,Y,N
SPACA5,Y,N
SPACA5B,Y,N
SPACA6P,Y,Y
SPACA6P-AS,N,N
SPACA7,Y,N
SPAG1,Y,Y
SPAG11A,Y,N
SPAG11B,Y,N
SPAG16,Y,Y
SPAG17,Y,N
SPAG4,Y,N
SPAG5,Y,Y
SPAG5-AS1,N,N
SPAG6,Y,N
SPAG7,Y,Y
SPAG8,Y,Y
SPAG9,Y,Y
SPAM1,Y,N
SPANXA1,Y,N
SPANXA2,Y,N
SPANXA2-OT1,N,N
SPANXB1,Y,N
SPANXC,Y,N
SPANXD,Y,N
SPANXN1,Y,N
SPANXN2,Y,N
SPANXN3,Y,N
SPANXN4,Y,N
SPANXN5,Y,N
SPARC,Y,Y
SPARCL1,Y,N
SPAST,Y,Y
SPATA12,Y,Y
SPATA13,Y,Y
SPATA13-AS1,N,N
SPATA16,Y,N
SPATA17,Y,N
SPATA17-AS1,N,N
SPATA18,Y,Y
SPATA19,Y,N
SPATA2,Y,Y
SPATA20,Y,Y
SPATA21,Y,N
SPATA22,Y,N
SPATA24,Y,Y
SPATA25,Y,Y
SPATA2L,Y,Y
SPATA3,Y,N
SPATA3-AS1,N,N
SPATA31A1,Y,N
SPATA31A3,Y,N
SPATA31A5,Y,N
SPATA31A6,Y,N
SPATA31A7,Y,N
SPATA31D1,Y,N
SPATA31D3,Y,N
SPATA31D4,Y,N
SPATA31E1,Y,N
SPATA32,Y,Y
SPATA33,Y,Y
SPATA4,Y,N
SPATA41,N,N
SPATA42,N,N
SPATA45,Y,N
SPATA5,Y,Y
SPATA5L1,Y,Y
SPATA6,Y,Y
SPATA6L,Y,Y
SPATA7,Y,Y
SPATA8,Y,N
SPATA8-AS1,N,N
SPATA9,Y,N
SPATC1,Y,Y
SPATC1L,Y,Y
SPATS1,Y,N
SPATS2,Y,Y
SPATS2L,Y,Y
SPC24,Y,Y
SPC25,Y,N
SPCS1,Y,Y
SPCS2,Y,Y
SPCS3,Y,Y
SPDEF,Y,N
SPDL1,Y,Y
SPDYA,Y,Y
SPDYC,Y,N
SPDYE1,Y,Y
SPDYE16,Y,Y
SPDYE2,Y,Y
SPDYE2B,Y,Y
SPDYE3,Y,Y
SPDYE4,Y,N
SPDYE5,Y,Y
SPDYE6,Y,Y
SPECC1,Y,Y
SPECC1L,Y,Y
SPECC1L-ADORA2A,N,N
SPEF1,Y,N
SPEF2,Y,Y
SPEG,Y,Y
SPEM1,Y,N
SPEN,Y,Y
SPERT,Y,N
SPESP1,Y,Y
SPG11,Y,Y
SPG20,Y,Y
SPG20-AS1,N,N
SPG21,Y,Y
SPG7,Y,Y
SPHAR,Y,N
SPHK1,Y,Y
SPHK2,Y,Y
SPHKAP,Y,N
SPI1,Y,Y
SPIB,Y,Y
SPIC,Y,N
SPICE1,Y,Y
SPIDR,Y,Y
SPIN1,Y,Y
SPIN2A,Y,Y
SPIN2B,Y,Y
SPIN3,Y,Y
SPIN4,Y,Y
SPIN4-AS1,N,N
SPINK1,Y,Y
SPINK13,Y,N
SPINK14,Y,N
SPINK2,Y,Y
SPINK4,Y,N
SPINK5,Y,N
SPINK6,Y,N
SPINK7,Y,N
SPINK8,Y,N
SPINK9,Y,N
SPINT1,Y,Y
SPINT2,Y,Y
SPINT3,Y,N
SPINT4,Y,N
SPIRE1,Y,Y
SPIRE2,Y,Y
SPN,Y,Y
SPNS1,Y,Y
SPNS2,Y,Y
SPNS3,Y,N
SPO11,Y,N
SPOCD1,Y,Y
SPOCK1,Y,Y
SPOCK2,Y,Y
SPOCK3,Y,N
SPON1,Y,Y
SPON2,Y,Y
SPOP,Y,Y
SPOPL,Y,Y
SPP1,Y,Y
SPP2,Y,N
SPPL2A,Y,Y
SPPL2B,Y,Y
SPPL2C,Y,N
SPPL3,Y,Y
SPR,Y,Y
SPRED1,Y,Y
SPRED2,Y,Y
SPRED3,Y,Y
SPRN,Y,Y
SPRR1A,Y,N
SPRR1B,Y,N
SPRR2A,Y,N
SPRR2B,Y,N
SPRR2D,Y,N
SPRR2E,Y,N
SPRR2F,Y,N
SPRR2G,Y,N
SPRR3,Y,N
SPRR4,Y,N
SPRTN,Y,Y
SPRY1,Y,Y
SPRY2,Y,Y
SPRY3,Y,Y
SPRY4,Y,N
SPRY4-IT1,N,N
SPRY4-IT1_1,N,N
SPRY4-IT1_2,N,N
SPRYD3,Y,Y
SPRYD4,Y,Y
SPRYD7,Y,Y
SPSB1,Y,Y
SPSB2,Y,Y
SPSB3,Y,Y
SPSB4,Y,N
SPTA1,Y,Y
SPTAN1,Y,Y
SPTB,Y,Y
SPTBN1,Y,Y
SPTBN2,Y,Y
SPTBN4,Y,Y
SPTBN5,Y,Y
SPTLC1,Y,Y
SPTLC2,Y,Y
SPTLC3,Y,Y
SPTSSA,Y,Y
SPTSSB,Y,N
SPTY2D1,Y,Y
SPTY2D1-AS1,Y,Y
SPX,Y,N
SPZ1,Y,N
SQLE,Y,Y
SQRDL,Y,Y
SQSTM1,Y,Y
SRA1,Y,Y
SRBD1,Y,Y
SRC,Y,Y
SRCAP,Y,Y
SRCIN1,Y,N
SRD5A1,Y,Y
SRD5A2,Y,N
SRD5A3,Y,Y
SRD5A3-AS1,N,N
SREBF1,Y,Y
SREBF2,Y,Y
SREK1,Y,Y
SREK1IP1,Y,Y
SRF,Y,Y
SRFBP1,Y,Y
SRGAP1,Y,Y
SRGAP2,Y,Y
SRGAP2-AS1,N,N
SRGAP2B,Y,Y
SRGAP2C,Y,Y
SRGAP3,Y,Y
SRGAP3-AS1,N,N
SRGAP3-AS2,N,N
SRGAP3-AS3,N,N
SRGAP3-AS4,N,N
SRGN,Y,Y
SRI,Y,Y
SRL,Y,N
SRM,Y,Y
SRMS,Y,N
SRP14,Y,Y
SRP14-AS1,N,N
SRP19,Y,Y
SRP54,Y,Y
SRP54-AS1,N,N
SRP68,Y,Y
SRP72,Y,Y
SRP9,Y,Y
SRPK1,Y,Y
SRPK2,Y,Y
SRPK3,Y,Y
SRPR,Y,Y
SRPRB,Y,Y
SRPX,Y,Y
SRPX2,Y,N
SRR,Y,Y
SRRD,Y,Y
SRRM1,Y,Y
SRRM2,Y,Y
SRRM2-AS1,N,N
SRRM3,Y,N
SRRM4,Y,Y
SRRM5,Y,Y
SRRT,Y,Y
SRSF1,Y,Y
SRSF10,Y,Y
SRSF11,Y,Y
SRSF12,Y,Y
SRSF2,Y,Y
SRSF3,Y,Y
SRSF4,Y,Y
SRSF5,Y,Y
SRSF6,Y,Y
SRSF7,Y,Y
SRSF8,Y,Y
SRSF9,Y,Y
SRXN1,Y,Y
SRY,Y,N
SS18,Y,Y
SS18L1,Y,Y
SS18L2,Y,Y
SSB,Y,Y
SSBP1,Y,Y
SSBP2,Y,Y
SSBP3,Y,Y
SSBP3-AS1,N,N
SSBP4,Y,Y
SSC4D,Y,Y
SSC5D,Y,Y
SSFA2,Y,Y
SSH1,Y,Y
SSH2,Y,Y
SSH3,Y,Y
SSMEM1,Y,N
SSNA1,Y,Y
SSPN,Y,Y
SSPO,N,N
SSR1,Y,Y
SSR2,Y,Y
SSR3,Y,Y
SSR4,Y,Y
SSRP1,Y,Y
SSSCA1,Y,Y
SSSCA1-AS1,N,N
SST,Y,N
SSTR1,Y,N
SSTR2,Y,Y
SSTR3,Y,Y
SSTR4,Y,N
SSTR5,Y,N
SSTR5-AS1,N,N
SSU72,Y,Y
SSUH2,Y,N
SSX1,Y,N
SSX2,Y,N
SSX2B,Y,N
SSX2IP,Y,Y
SSX3,Y,N
SSX4,Y,N
SSX4B,Y,N
SSX5,Y,N
SSX7,Y,N
ST13,Y,Y
ST14,Y,Y
ST18,Y,Y
ST20,Y,Y
ST20-AS1,N,N
ST20-MTHFS,N,N
ST3GAL1,Y,Y
ST3GAL2,Y,Y
ST3GAL3,Y,Y
ST3GAL4,Y,Y
ST3GAL4-AS1,N,N
ST3GAL5,Y,Y
ST3GAL5-AS1,N,N
ST3GAL6,Y,Y
ST3GAL6-AS1,N,N
ST5,Y,Y
ST6GAL1,Y,Y
ST6GAL2,Y,N
ST6GAL2-IT1,N,N
ST6GALNAC1,Y,Y
ST6GALNAC2,Y,Y
ST6GALNAC3,Y,Y
ST6GALNAC4,Y,Y
ST6GALNAC5,Y,N
ST6GALNAC6,Y,Y
ST7,Y,Y
ST7-AS1,N,N
ST7-AS1_1,N,N
ST7-AS1_2,N,N
ST7-AS2,N,N
ST7-AS2_1,N,N
ST7-OT3_1,N,N
ST7-OT3_2,N,N
ST7-OT3_3,N,N
ST7-OT4,N,N
ST7-OT4_1,N,N
ST7-OT4_2,N,N
ST7-OT4_3,N,N
ST7-OT4_4,N,N
ST7L,Y,Y
ST8SIA1,Y,Y
ST8SIA2,Y,N
ST8SIA3,Y,N
ST8SIA4,Y,Y
ST8SIA5,Y,N
ST8SIA6,Y,Y
ST8SIA6-AS1,N,N
STAB1,Y,Y
STAB2,Y,N
STAC,Y,Y
STAC2,Y,N
STAC3,Y,Y
STAG1,Y,Y
STAG2,Y,Y
STAG3,Y,Y
STAG3L5P-PVRIG2P-PILRB,N,N
STAM,Y,Y
STAM-AS1,N,N
STAM2,Y,Y
STAMBP,Y,Y
STAMBPL1,Y,Y
STAP1,Y,Y
STAP2,Y,Y
STAR,Y,Y
STARD10,Y,Y
STARD13,Y,Y
STARD13-AS,N,N
STARD13-IT1,N,N
STARD3,Y,Y
STARD3NL,Y,Y
STARD4,Y,Y
STARD4-AS1,N,N
STARD5,Y,Y
STARD6,Y,N
STARD7,Y,Y
STARD7-AS1,N,N
STARD8,Y,Y
STARD9,Y,Y
STAT1,Y,Y
STAT2,Y,Y
STAT3,Y,Y
STAT4,Y,Y
STAT5A,Y,Y
STAT5B,Y,Y
STAT6,Y,Y
STATH,Y,N
STAU1,Y,Y
STAU2,Y,Y
STAU2-AS1,N,N
STBD1,Y,Y
STC1,Y,N
STC2,Y,N
STEAP1,Y,N
STEAP1B,Y,Y
STEAP2,Y,N
STEAP2-AS1,N,N
STEAP3,Y,Y
STEAP3-AS1,N,N
STEAP4,Y,Y
STH,Y,N
STIL,Y,Y
STIM1,Y,Y
STIM2,Y,Y
STIP1,Y,Y
STK10,Y,Y
STK11,Y,Y
STK11IP,Y,Y
STK16,Y,Y
STK17A,Y,Y
STK17B,Y,Y
STK19,Y,Y
STK24,Y,Y
STK24-AS1,N,N
STK25,Y,Y
STK26,Y,Y
STK3,Y,Y
STK31,Y,N
STK32A,Y,N
STK32B,Y,Y
STK32C,Y,Y
STK33,Y,N
STK35,Y,Y
STK36,Y,Y
STK38,Y,Y
STK38L,Y,Y
STK39,Y,Y
STK4,Y,Y
STK4-AS1,N,N
STK40,Y,Y
STKLD1,Y,Y
STMN1,Y,Y
STMN2,Y,N
STMN3,Y,Y
STMN4,Y,N
STMND1,Y,N
STOM,Y,Y
STOML1,Y,Y
STOML2,Y,Y
STOML3,Y,N
STON1,Y,Y
STON1-GTF2A1L,N,N
STON2,Y,Y
STOX1,Y,N
STOX2,Y,Y
STPG1,Y,Y
STPG2,Y,N
STPG2-AS1,N,N
STRA13,Y,Y
STRA6,Y,N
STRA8,Y,N
STRADA,Y,Y
STRADB,Y,Y
STRAP,Y,Y
STRBP,Y,Y
STRC,Y,Y
STRIP1,Y,Y
STRIP2,Y,Y
STRN,Y,Y
STRN3,Y,Y
STRN4,Y,Y
STS,Y,Y
STT3A,Y,Y
STT3A-AS1,N,N
STT3B,Y,Y
STUB1,Y,Y
STX10,Y,Y
STX11,Y,Y
STX12,Y,Y
STX16,Y,Y
STX16-NPEPL1,N,N
STX17,Y,Y
STX17-AS1,N,N
STX18,Y,Y
STX18-AS1,N,N
STX18-IT1,N,N
STX19,Y,N
STX1A,Y,Y
STX1B,Y,Y
STX2,Y,Y
STX3,Y,Y
STX4,Y,Y
STX5,Y,Y
STX6,Y,Y
STX7,Y,Y
STX8,Y,Y
STXBP1,Y,Y
STXBP2,Y,Y
STXBP3,Y,Y
STXBP4,Y,Y
STXBP5,Y,Y
STXBP5-AS1,N,N
STXBP5L,Y,N
STXBP6,Y,Y
STYK1,Y,Y
STYX,Y,Y
STYXL1,Y,Y
SUB1,Y,Y
SUCLA2,Y,Y
SUCLA2-AS1,N,N
SUCLG1,Y,Y
SUCLG2,Y,Y
SUCLG2-AS1,N,N
SUCNR1,Y,Y
SUCO,Y,Y
SUDS3,Y,Y
SUFU,Y,Y
SUGCT,Y,N
SUGP1,Y,Y
SUGP2,Y,Y
SUGT1,Y,Y
SULF1,Y,N
SULF2,Y,Y
SULT1A1,Y,Y
SULT1A2,Y,Y
SULT1A3,Y,Y
SULT1A4,Y,Y
SULT1B1,Y,Y
SULT1C2,Y,Y
SULT1C3,Y,N
SULT1C4,Y,N
SULT1E1,Y,N
SULT2A1,Y,N
SULT2B1,Y,N
SULT4A1,Y,N
SULT6B1,Y,N
SUMF1,Y,Y
SUMF2,Y,Y
SUMO1,Y,Y
SUMO2,Y,Y
SUMO3,Y,Y
SUMO4,Y,Y
SUN1,Y,Y
SUN2,Y,Y
SUN3,Y,N
SUN5,Y,N
SUOX,Y,Y
SUPT16H,Y,Y
SUPT20H,Y,Y
SUPT3H,Y,Y
SUPT4H1,Y,Y
SUPT5H,Y,Y
SUPT6H,Y,Y
SUPT7L,Y,Y
SUPV3L1,Y,Y
SURF1,Y,Y
SURF2,Y,Y
SURF4,Y,Y
SURF6,Y,Y
SUSD1,Y,Y
SUSD2,Y,Y
SUSD3,Y,Y
SUSD4,Y,N
SUSD5,Y,Y
SUSD6,Y,Y
SUV39H1,Y,Y
SUV39H2,Y,Y
SUV420H1,Y,Y
SUV420H2,Y,Y
SUZ12,Y,Y
SV2A,Y,Y
SV2B,Y,Y
SV2C,Y,Y
SVBP,Y,Y
SVEP1,Y,Y
SVIL,Y,Y
SVIL-AS1,N,N
SVIP,Y,Y
SVOP,Y,N
SVOPL,Y,N
SWAP70,Y,Y
SWI5,Y,Y
SWSAP1,Y,Y
SWT1,Y,Y
SYAP1,Y,Y
SYBU,Y,Y
SYCE1,Y,Y
SYCE1L,Y,N
SYCE2,Y,N
SYCE3,Y,Y
SYCN,Y,N
SYCP1,Y,N
SYCP2,Y,Y
SYCP2L,Y,N
SYCP3,Y,Y
SYDE1,Y,Y
SYDE2,Y,Y
SYF2,Y,Y
SYK,Y,Y
SYMPK,Y,Y
SYN1,Y,Y
SYN2,Y,N
SYN3,Y,N
SYNC,Y,Y
SYNCRIP,Y,Y
SYNDIG1,Y,N
SYNDIG1L,Y,N
SYNE1,Y,Y
SYNE1-AS1,N,N
SYNE2,Y,Y
SYNE3,Y,Y
SYNE4,Y,Y
SYNGAP1,Y,Y
SYNGR1,Y,Y
SYNGR2,Y,Y
SYNGR3,Y,Y
SYNGR4,Y,N
SYNJ1,Y,Y
SYNJ2,Y,Y
SYNJ2-IT1,N,N
SYNJ2BP,Y,Y
SYNJ2BP-COX16,N,N
SYNM,Y,Y
SYNPO,Y,Y
SYNPO2,Y,Y
SYNPO2L,Y,N
SYNPR,Y,N
SYNPR-AS1,N,N
SYNRG,Y,Y
SYP,Y,Y
SYP-AS1,N,N
SYPL1,Y,Y
SYPL2,Y,Y
SYS1,Y,Y
SYS1-DBNDD2,N,N
SYT1,Y,Y
SYT10,Y,N
SYT11,Y,Y
SYT12,Y,N
SYT13,Y,N
SYT14,Y,N
